"GeneName","jtk_adjp","jtk_q","jtk_lag","jtk_amp","jtk_per","paper_pval","paper_phase"
"Cpa|evm.model.tig00000480.32",1.34974262245945e-05,4.25541415908281e-05,16,32.3963958690371,24,1.34974262245945e-05,17
"Cpa|evm.model.tig00000076.5",0.00465710966178396,0.00799998637223217,14,1.72498962862189,24,0.00465710966178396,15
"Cpa|evm.model.tig00020943.34",0.000105241674991343,0.000263609185918815,21,2.31050631774239,24,0.000105241674991343,22
"Cpa|evm.model.tig00020918.5",7.75701530101113e-08,4.61746542391768e-07,10,15.6853490768234,24,7.75701530101113e-08,11
"Cpa|evm.model.tig00000480.72",4.46757533752674e-17,3.03169662404565e-14,18,47.5909199559381,24,4.46757533752674e-17,19
"Cpa|evm.model.tig00020965.69",4.20480229557618e-05,0.00011644543085937,2,2.12513180538084,24,4.20480229557618e-05,3
"Cpa|evm.model.tig00000342.34",4.20480229557618e-05,0.00011644543085937,16,3.51294678129337,24,4.20480229557618e-05,17
"Cpa|evm.model.tig00000073.35",0.876166270262647,0.981651088033669,16,3.93081638332742,24,NA,NA
"Cpa|evm.model.tig00021537.77",0.00259776754709449,0.00471197759397605,20,4.0231310292363,24,0.00259776754709449,21
"Cpa|evm.model.tig00001065.7",0.000250825413911797,0.000575034209055897,16,0.832365497559447,24,0.000250825413911797,17
"Cpa|evm.model.tig00020927.37",0.0112207107983529,0.0177127904246819,16,2.44176172317671,24,0.0112207107983529,17
"Cpa|evm.model.tig00020956.12",0.00369924757526218,0.00649531516397463,18,0.973435514180719,24,0.00369924757526218,19
"Cpa|evm.model.tig00021332.12",0.0229815096748871,0.0340567183468256,14,1.5868137940456,24,0.0229815096748871,15
"Cpa|evm.model.tig00020780.11",0.322856743855962,0.387277427668557,4,1.65252890170166,24,NA,NA
"Cpa|evm.model.tig00021179.29",0.0915442827747501,0.120756454185027,16,0.847090243562489,24,NA,NA
"Cpa|evm.model.tig00000471.12",0.00159665248007786,0.00302751864586128,21,32.516284672971,24,0.00159665248007786,22
"Cpa|evm.model.tig00001336.10",0.00016344059424198,0.000391192110795032,10,11.4183308303897,24,0.00016344059424198,11
"Cpa|evm.model.tig00021537.56",0.1084218740762,0.141034894471917,14,2.01509788183475,24,NA,NA
"Cpa|evm.model.tig00020780.22",0.0492609964653972,0.0683945335162831,20,1.20878353558669,24,0.0492609964653972,21
